"","State","Year","Month","avg_temp","max_temp","drought_severity","avg_precip","total_fires","total_acres_burned"
"414","AZ",2000,10,60.2,72.5,2.19,3.54,111,1645.4
"415","AZ",2000,11,43.8,56.3,2.23,0.84,19,207.1
"416","AZ",2000,12,44.7,58.7,1.36,0.12,18,12.6
"417","AZ",2001,1,40.3,51.9,1.67,1.7,24,34
"418","AZ",2001,2,44.2,57,1.55,1,15,109.9
"419","AZ",2001,3,51.8,65.8,1.33,1.04,39,61.9
"420","AZ",2001,4,57.5,72.2,1.61,0.97,76,194.8
"421","AZ",2001,5,70.8,87.6,1.56,0.37,399,3018.09999999999
"422","AZ",2001,6,77.5,94.3,-0.21,0.24,703,4091.69999999998
"423","AZ",2001,7,79.8,93.6,-0.5,1.5,731,2189.6
"424","AZ",2001,8,79.1,93,-0.61,2.04,352,8246.60000000004
"425","AZ",2001,9,75.6,91.4,-1.39,0.39,152,2695
"426","AZ",2001,10,64.7,79.8,-1.81,0.43,123,227.1
"427","AZ",2001,11,52.9,66.1,-2.22,0.29,65,47.9
"428","AZ",2001,12,40.2,52.9,-2.21,0.82,18,255.7
"429","AZ",2002,1,42.3,55.6,-2.69,0.19,42,49.2
"430","AZ",2002,2,46.2,62,-3.27,0.1,108,4746.5
"431","AZ",2002,3,49.8,65.7,-3.76,0.22,218,3820.59999999999
"432","AZ",2002,4,62,77.9,-4.54,0.18,302,4658.39999999999
"433","AZ",2002,5,67,84.3,-5.05,0.01,275,46626.1999999998
"434","AZ",2002,6,78.8,96.3,-5.61,0.01,204,472058.499999999
"435","AZ",2002,7,82.3,96.6,-5.67,1.31,743,47110.5999999996
"436","AZ",2002,8,79.8,94.8,-6.2,0.87,312,2148
"437","AZ",2002,9,73.6,87.5,-5.07,1.88,97,6239.3
"438","AZ",2002,10,60,73.8,-4.68,0.7,44,5943.8
"439","AZ",2002,11,51.3,65,-4.45,0.64,33,110.6
"440","AZ",2002,12,41,52.7,-4.21,0.86,11,531.4
"441","AZ",2003,1,48.8,63,-4.69,0.32,25,30
"442","AZ",2003,2,45.5,56.9,-3.51,2.44,33,46.3
"443","AZ",2003,3,50.6,64.1,-3.18,1.07,26,1610.3
"444","AZ",2003,4,55.6,70.6,-2.9,0.29,86,1664.8
"445","AZ",2003,5,68.3,84.6,-3.22,0.1,276,3814.69999999999
"446","AZ",2003,6,76.3,93,-3.58,0.05,370,12071.8000000001
"447","AZ",2003,7,83.8,98.9,-3.93,1.25,926,114732.850000001
"448","AZ",2003,8,80,93.3,-3.88,1.8,488,25179.5999999999
"449","AZ",2003,9,74.8,89.6,-3.7,1.09,146,17283.4999999999
"450","AZ",2003,10,67.3,82.4,-4.02,0.41,82,621.100000000001
"451","AZ",2003,11,48.8,61.2,-3.36,1.15,25,11
"452","AZ",2003,12,43,56.3,-3.45,0.54,20,18.7
"453","AZ",2004,1,42.8,54.7,-3.48,0.71,29,8.9
"454","AZ",2004,2,42.1,54.4,-3.12,1.07,35,321.9
"455","AZ",2004,3,58.1,72.8,-3.55,0.75,50,337.4
"456","AZ",2004,4,57.9,71.8,-3.13,1.32,88,9713.60000000002
"457","AZ",2004,5,68.4,84.7,-3.67,0.01,281,4496.45999999999
"458","AZ",2004,6,75.9,92.8,-4.07,0.09,548,28117.1799999997
"459","AZ",2004,7,80.1,95.1,-4.31,1.14,736,143861.990000002
"460","AZ",2004,8,77.7,91.8,-4.37,1.48,470,34603.2299999998
"461","AZ",2004,9,71.8,86.4,0.32,1.58,149,2145.9
"462","AZ",2004,10,60,73,1.18,1.95,72,3179.6
"463","AZ",2004,11,47.3,58.5,1.84,1.76,5,0.5
"464","AZ",2004,12,42.8,54.4,1.99,1.66,13,72.1
"465","AZ",2005,1,45.1,55.4,2.93,2.83,9,1.5
"466","AZ",2005,2,46.2,55.4,4.34,3.35,12,1.6
"467","AZ",2005,3,49.9,62.5,3.95,0.86,34,448.65
"468","AZ",2005,4,57.2,72.6,4.17,0.7,190,7349.80000000002
"469","AZ",2005,5,67.9,83.9,5.1,0.22,579,43882.3
"470","AZ",2005,6,74.4,90.8,5.44,0.21,761,122651.8
"471","AZ",2005,7,82.7,98.6,-0.49,1.05,1044,604001.279999999
"472","AZ",2005,8,77.5,90.8,-0.17,2.43,328,61766.3099999999
"473","AZ",2005,9,73.4,88.3,-0.87,0.42,146,17379.32
"474","AZ",2005,10,62.8,76.9,-0.85,0.92,97,28063.88
"475","AZ",2005,11,52.6,67.6,-1.52,0.06,89,930.92
"476","AZ",2005,12,43.9,58.6,-2.19,0.04,84,577.35
"477","AZ",2006,1,44.1,59,-2.87,0.13,120,224.18
"478","AZ",2006,2,47.8,63.6,-3.64,0.04,163,10832.04
"479","AZ",2006,3,48.3,61.1,-3.25,1.41,124,1228.55
"480","AZ",2006,4,59,74.6,-3.55,0.24,173,2487.95999999999
"481","AZ",2006,5,70,87,-4.28,0.05,344,6385.57000000001
"482","AZ",2006,6,79.5,96,-4.65,0.34,680,30569.45
"483","AZ",2006,7,82.3,95.7,-3.77,2.49,1071,53833.5099999996
"484","AZ",2006,8,77.9,90.7,-3.49,2.02,240,67920.1000000001
"485","AZ",2006,9,69.8,83.7,-2.86,1.42,129,2538.48
"486","AZ",2006,10,60.2,73.9,-2.32,1.18,54,302.5
"487","AZ",2006,11,52.8,67.7,-2.84,0.07,54,425.05
"488","AZ",2006,12,41.8,55.3,-3.1,0.37,29,1626.55
"489","AZ",2007,1,39,51.6,-3.03,0.79,32,39.45
"490","AZ",2007,2,46.7,60,-3.24,0.56,35,1790.75
"491","AZ",2007,3,54.5,69.6,-3.5,0.83,133,2540.6
"492","AZ",2007,4,59.3,74.5,-4.07,0.24,134,1300
"493","AZ",2007,5,68.4,84.3,-4.48,0.3,340,7421.52000000001
"494","AZ",2007,6,77.3,94.3,-4.94,0.12,313,3826.58
"495","AZ",2007,7,82,95.9,-4.21,2.27,836,55511.6699999997
"496","AZ",2007,8,80.5,93.5,-4.11,1.87,208,22700.33
"497","AZ",2007,9,73.8,87.7,-3.95,0.98,141,310.35
"498","AZ",2007,10,62.4,77.7,-4.24,0.15,66,392.57
"499","AZ",2007,11,55.3,70.1,-4.29,0.6,97,12300.95
"500","AZ",2007,12,39.9,51.4,-3.13,2.28,25,6052.25
"501","AZ",2008,1,39.8,51.4,-2.08,1.99,31,16.51
"502","AZ",2008,2,45,58,-1.64,1.19,36,4458.77
"503","AZ",2008,3,51.8,67,-2.1,0.07,82,1265.07
"504","AZ",2008,4,58,74.3,-2.29,0.02,167,11304.23
"505","AZ",2008,5,63.6,79.4,-1.63,0.65,218,5166.16000000002
"506","AZ",2008,6,77.3,94.4,-1.3,0.15,403,27610.1599999998
"507","AZ",2008,7,80.4,93.8,-0.74,2.25,412,43183.3099999999
"508","AZ",2008,8,79.3,92.6,-0.61,2.31,215,4438.87000000003
"509","AZ",2008,9,73.6,88.1,-1.1,0.62,112,2277.06
"510","AZ",2008,10,62.9,78.9,-1.59,0.28,101,1451.63
"511","AZ",2008,11,53.3,67.3,-1.58,0.89,83,1183.32
"512","AZ",2008,12,42.4,54,-1.02,1.89,17,10808.84
"513","AZ",2009,1,45.2,58.2,-1.42,0.52,48,29.64
"514","AZ",2009,2,46.6,60.4,-1.41,1.02,47,112.42
"515","AZ",2009,3,52.5,67.6,-1.98,0.17,106,21644.0799999999
"516","AZ",2009,4,57,72.4,-2.37,0.29,167,6212.32000000001
"517","AZ",2009,5,70.8,86.2,-2.44,0.74,292,9548.14000000003
"518","AZ",2009,6,73,87.5,-2.58,0.34,278,39130.95
"519","AZ",2009,7,82.8,97.2,-3.11,1.09,448,27352.5799999999
"520","AZ",2009,8,79.7,95,-4.06,0.66,340,16497.05
"521","AZ",2009,9,74.1,88.6,-4.17,0.69,363,75177.5700000003
"522","AZ",2009,10,59.4,74,-4.3,0.15,137,9940.23000000002
"523","AZ",2009,11,52.9,67.9,-4.56,0.15,94,4227.69000000001
"524","AZ",2009,12,39,50.8,0.06,1.21,41,10619.83
"525","AZ",2010,1,42.2,53.9,1.59,3.41,158,459.100000000003
"526","AZ",2010,2,44.3,55.5,1.88,1.44,91,66
"527","AZ",2010,3,49.2,62.8,1.81,1.03,103,266.160000000002
"528","AZ",2010,4,56.1,70.9,1.8,0.27,188,513.990000000003
"529","AZ",2010,5,63.1,79.2,2.02,0.06,359,3282.53999999998
"530","AZ",2010,6,75.9,92.6,2.32,0.08,478,3405.27999999998
"531","AZ",2010,7,81.8,95.1,2.29,1.97,625,37979.1799999994
"532","AZ",2010,8,79,92.1,-0.27,1.84,255,9435.47000000007
"533","AZ",2010,9,75.4,91.2,-0.89,0.6,262,6942.90000000005
"534","AZ",2010,10,62.7,76.1,-0.52,1.35,218,9637.63000000005
"535","AZ",2010,11,48.3,62.4,-0.92,0.19,176,11495.3200000001
"536","AZ",2010,12,46.7,58.9,-0.73,1.67,144,3431.77999999999
"537","AZ",2011,1,41.5,55.4,-1.39,0.05,222,152.049999999999
"538","AZ",2011,2,41.7,55.6,-1.25,1.05,160,7943.77000000004
"539","AZ",2011,3,53.3,68.3,-1.8,0.33,223,10262.59
"540","AZ",2011,4,58.9,73.9,-2.3,0.41,270,10499.2900000001
"541","AZ",2011,5,63.2,78.8,-2.54,0.28,414,26736.8799999996
"542","AZ",2011,6,75.7,93.1,-3.09,0.02,447,230712.790000002
"543","AZ",2011,7,80.8,94.7,-2.91,1.76,645,667797.419999989
"544","AZ",2011,8,82.2,96.3,-3.48,1.28,462,21549.1699999998
"545","AZ",2011,9,74.6,89,-3.15,1.31,303,26122.7299999998
"546","AZ",2011,10,62.8,78,-3.11,0.67,205,28770.9199999998
"547","AZ",2011,11,49.4,62.3,-2.74,0.92,105,6180.07000000003
"548","AZ",2011,12,39.9,51.6,-2.2,1.55,93,518.450000000002
"549","AZ",2012,1,45.3,59.4,-2.68,0.26,183,139.999999999999
"550","AZ",2012,2,45.6,59.3,-2.94,0.43,166,1676.90999999999
"551","AZ",2012,3,51.6,67.1,-3.11,0.69,220,4354.13000000005
"552","AZ",2012,4,60.6,76.4,-3.67,0.32,267,1423.72999999999
"553","AZ",2012,5,69.3,86.1,-4.24,0.05,407,23550.7299999996
"554","AZ",2012,6,78.7,95.8,-4.75,0.08,462,34547.8899999997
"555","AZ",2012,7,80,93,-3.71,2.52,553,67932.3800000011
"556","AZ",2012,8,80.5,93.8,-3.39,2.22,359,82062.2600000005
"557","AZ",2012,9,73.7,87.5,-3.23,1.07,170,2628.72999999999
"558","AZ",2012,10,63.8,79.5,-3.57,0.25,155,329.700000000003
"559","AZ",2012,11,53.8,68.9,-3.9,0.21,138,7842.56000000003
"560","AZ",2012,12,42.4,54.6,-3.38,1.46,117,1618.89999999999
"561","AZ",2013,1,38.6,51.7,-2.82,1.3,156,67.5799999999999
"562","AZ",2013,2,42.2,55.6,-2.79,0.51,97,24.8300000000001
"563","AZ",2013,3,54.8,69.9,-3.09,0.57,199,795.190000000003
"564","AZ",2013,4,59.4,74.8,-3.46,0.2,271,1349.34999999999
"565","AZ",2013,5,67.4,83.1,-3.69,0.06,407,13430.4700000001
"566","AZ",2013,6,79.5,96.6,-4.07,0.03,460,20911.9199999997
"567","AZ",2013,7,81,93.8,-3.01,2.68,573,52704.3699999998
"568","AZ",2013,8,78.5,91.5,-2.56,2.39,360,8294.52000000006
"569","AZ",2013,9,72.4,85.6,-1.74,1.88,160,2858.58999999999
"570","AZ",2013,10,58.8,74,-2.05,0.21,125,338.060000000002
"571","AZ",2013,11,51.3,64,-1.16,1.86,121,74.4499999999995
"572","AZ",2013,12,41.5,54.1,-1.46,0.44,100,36.7300000000001
"573","AZ",2014,1,46.5,61.4,-2.26,0.03,188,1170.40999999999
"574","AZ",2014,2,50,64.3,-3.06,0.16,189,211.769999999999
"575","AZ",2014,3,53.9,68.3,-3.4,0.9,166,203.059999999999
"576","AZ",2014,4,59.1,74.4,-3.96,0.24,249,1836.85999999999
"577","AZ",2014,5,66.8,82.5,-4.48,0.07,359,13137.1860000001
"578","AZ",2014,6,77.7,94.4,-5.06,0.01,415,78687.3580000013
"579","AZ",2014,7,81.4,95.2,-4.65,1.86,570,53432.9199999993
"580","AZ",2014,8,76.5,89.4,-3.33,3.13,242,26267.7999999998
"581","AZ",2014,9,74.2,87.2,-2.01,2.49,143,14613.84
"582","AZ",2014,10,64.9,79.4,-2.23,0.6,128,30.1900000000001
"583","AZ",2014,11,51.7,66.1,-2.68,0.11,129,153
"584","AZ",2014,12,44.3,55.2,-2.34,1.47,34,1242.07
"585","AZ",2015,1,45.1,57.1,-1.78,1.79,191,68.6799999999998
"586","AZ",2015,2,52,66.1,-2.19,0.64,158,94.1999999999995
"587","AZ",2015,3,56.3,70.6,-2.4,1.12,255,379.850000000003
"588","AZ",2015,4,58.4,73.7,-2.67,0.42,358,287.410000000003
"589","AZ",2015,5,62.9,77.2,0.25,1,430,445.360000000007
"590","AZ",2015,6,78.4,94.1,0.33,0.8,586,2990.26999999997
"591","AZ",2015,7,78.6,91.8,0.42,1.91,525,47122.3699999996
"592","AZ",2015,8,80.6,94.2,0.24,2.1,336,16057.4200000001
"593","AZ",2015,9,75,88.4,0.22,1.37,215,7265.20000000005
"594","AZ",2015,10,64.5,77,0.84,1.88,150,5305.40000000004
"595","AZ",2015,11,48.3,61.7,-0.03,0.76,182,503.550000000004
"596","AZ",2015,12,40.9,53.7,-0.4,0.6,210,77.8499999999999
"597","AZ",2016,1,41.8,54.1,-0.25,1.4,26,74.7999999999999
"598","AZ",2016,2,50.6,66.6,-1.06,0.29,61,1043
"599","AZ",2016,3,54.9,70.4,-2.06,0.11,114,10042.3
"600","AZ",2016,4,58.5,73.1,-2.24,0.8,116,3835
"601","AZ",2016,5,64.6,79.7,-2.4,0.52,208,7731.2
"602","AZ",2016,6,80.3,96.5,-2.77,0.43,310,28979.68
"603","AZ",2016,7,82.4,96.8,-3.04,1.39,330,64213.6199999999
"604","AZ",2016,8,77.5,90.6,-2.39,2.57,182,34032.3299999999
"605","AZ",2016,9,71.6,85.4,-2,1.35,82,196.5
"606","AZ",2016,10,66.1,81,-2.49,0.35,49,7674.95000000001
"607","AZ",2016,11,53.1,66.4,-2.34,0.94,28,4413.9
"608","AZ",2016,12,44.7,56.6,-1.63,2.13,18,140.45
"609","AZ",2017,1,42.3,52.4,-0.8,2.07,29,185
"610","AZ",2017,2,49.4,61.3,-0.66,1.26,43,255.54
"611","AZ",2017,3,56.6,72.1,-1.31,0.41,73,3173.86
"612","AZ",2017,4,59.9,75.7,-1.67,0.19,186,1413.28999999999
"613","AZ",2017,5,66.1,81.8,-1.48,0.41,234,50204.5699999999
"614","AZ",2017,6,79.8,97,-1.68,0.06,325,46674.9999999999
"615","AZ",2017,7,81.5,94.9,-0.69,2.89,366,123998.354000001
"616","AZ",2017,8,79.1,93,-1.28,1.39,125,1454
"617","AZ",2017,9,72.4,86.9,-1.67,0.61,115,891.700000000001
"618","AZ",2017,10,65.1,81.3,-2.41,0.03,102,734.290000000001
"619","AZ",2017,11,57.6,72.3,-3.21,0.02,65,1889.8
"620","AZ",2017,12,46.6,61.1,-3.75,0.13,52,118.67
"621","AZ",2018,1,47.6,61.9,-4.15,0.56,839,459.380000000016
"622","AZ",2018,2,46.7,60.4,-4.04,1.07,662,8337.72100000021
"623","AZ",2018,3,52.3,66.4,-4.35,0.44,794,1396.75099999994
"624","AZ",2018,4,62.9,78.9,-5.24,0.04,1031,2231.54999999995
"625","AZ",2018,5,68.5,85,-5.64,0.15,1072,36124.5299999989
"626","AZ",2018,6,78.6,95.5,-5.85,0.33,955,11881.7750000003
"627","AZ",2018,7,82.3,96.2,-4.76,2.59,1320,20890.8999999987
"628","AZ",2018,8,80.2,93.7,-4.49,2,652,32844.2199999994
"629","AZ",2018,9,76,90.9,-4.54,0.81,523,14383.8000000002
"630","AZ",2018,10,59.9,71.2,1.51,2.7,386,300.260000000008
"631","AZ",2018,11,49.4,63.7,0.95,0.27,547,2644.22999999996
"632","AZ",2018,12,42.8,54.7,0.49,0.71,543,129.149999999997
"633","AR",1992,1,40.8,50.3,-0.4,2.42,0,20.1
"634","AR",1992,2,48.6,59.7,-0.69,3.28,4,423.5
"635","AR",1992,3,52.6,64.3,-0.57,5.24,2,173.7
"636","AR",1992,4,60.4,72.5,-1.12,2.61,3,454.2
"637","AR",1992,5,66.8,78,-1.41,3.38,0,18.2
"638","AR",1992,7,79.3,89,1.82,5.49,0,0.2
"639","AR",1992,8,74,84.5,2.03,2.68,0,11.1
"640","AR",1992,9,70.5,81.7,2.31,4.39,0,5.3
"641","AR",1992,10,61.6,75.2,1.72,1.59,1,87.9
"642","AR",1992,11,48.2,57.4,1.86,5.4,0,85.2
"643","AR",1993,1,39.4,48.2,1.94,4.77,0,139
"644","AR",1993,2,41.3,51.9,-0.28,2.97,0,157.1
"645","AR",1993,3,49,59.4,-0.67,3.32,1,492.4
"646","AR",1993,4,56.3,66.6,0.5,5.96,2,296.5
"647","AR",1993,5,67,77.4,0.49,5.11,0,0.8
"648","AR",1993,7,83.2,94.5,-0.84,1.4,0,82.7
"649","AR",1993,8,81.3,92.3,-1.02,3.6,0,124
"650","AR",1993,9,70.6,82.7,0.48,5.14,4,40.3
"651","AR",1993,10,58.7,70.4,1.14,5.53,0,2.2
"652","AR",1993,11,46,56.6,1.5,5.42,0,4.5
"653","AR",1993,12,42.5,52.6,1.51,4.7,6,347.7
"654","AR",1994,1,36.6,45.2,1.82,5.44,0,11
"655","AR",1994,2,43,54,1.61,3.87,9,422.4
"656","AR",1994,3,51.9,64.4,1.49,5.16,8,1037.4
"657","AR",1994,4,62.7,75.3,1.1,4.25,4,529
"658","AR",1994,5,66.2,77.4,0.77,3.97,0,2.2
"659","AR",1994,6,78.8,89.3,0.64,4.06,0,0.3
"660","AR",1994,7,78.1,88.2,1.69,6.59,0,20.8
"661","AR",1994,8,76.2,87.3,1.9,3.1,0,0.2
"662","AR",1994,9,70.2,82.6,1.49,2.2,0,6.9
"663","AR",1994,10,62.4,72.9,1.49,3.88,0,15.3
"664","AR",1994,11,54.2,63.5,2.01,7.14,0,89
"665","AR",1994,12,44.4,53,1.94,4.73,0,131.1
"666","AR",1995,2,44.5,56.1,-0.62,2.05,52,1798.4
"667","AR",1995,3,53.5,64.4,-1.07,3.47,25,825.6
"668","AR",1995,4,60.1,72,-0.58,6.03,16,1263.1
"669","AR",1995,5,68.3,78.1,-0.59,4.9,2,1.5
"670","AR",1995,7,80,90.9,-0.19,4.22,3,6.8
"671","AR",1995,8,83.1,95.2,-0.9,1.24,19,460.6
"672","AR",1995,9,70,81.4,-1.08,2.63,9,204.4
"673","AR",1995,10,62,76.5,-1.39,2.39,7,102.5
"674","AR",1995,11,47.8,60.4,-1.83,2.82,18,230.8
"675","AR",1995,12,40.7,49.6,-1.83,4.34,12,280.7
"676","AR",1996,1,38.2,49.2,-1.91,2.81,8,111.6
"677","AR",1996,2,44.4,57,-2.47,1.63,83,2287.9
"678","AR",1996,3,46.2,58,-2.45,3.64,45,1336.9
"679","AR",1996,4,58.2,71,-2.18,4.52,53,1440.6
"680","AR",1996,5,72.3,82.2,-2.49,3.85,3,10.1
"681","AR",1996,6,76.3,86.8,0.13,4.34,2,0.3
"682","AR",1996,7,79.2,89.2,0.8,5.44,5,2.3
"683","AR",1996,8,77.6,87.9,0.92,3.02,4,20.6
"684","AR",1996,9,70,81.1,1.76,6.09,3,3.9
"685","AR",1996,10,61.2,73.2,1.96,3.99,1,3
"686","AR",1996,11,46.6,55.1,3.23,8.89,5,48.4
"687","AR",1996,12,44.6,54.5,2.69,3.53,2,5
"688","AR",1997,1,38.6,48.3,2.18,2.93,10,32.2
"689","AR",1997,2,46,54.8,2.54,6.02,8,216.1
"690","AR",1997,3,54.8,67.2,2.53,6.15,28,396.3
"691","AR",1997,4,56,67.4,3.27,7.72,22,125.1
"692","AR",1997,5,65.9,78,2.71,3.92,9,46.8
"693","AR",1997,6,74.3,84.6,2.9,5.07,5,120.8
"694","AR",1997,7,81.3,92.6,2.22,1.99,10,7.3
"695","AR",1997,8,77.4,88.3,2,3.17,8,16.3
"696","AR",1997,9,73.2,85.5,1.54,2.9,7,67.2
"697","AR",1997,10,60.9,73,1.66,4.52,4,135.6
"698","AR",1997,11,47.1,56.1,1.3,3.47,9,127.2
"699","AR",1997,12,40.4,48.6,1.15,4.07,2,14
"700","AR",1998,1,44.3,52.4,1.64,6.33,1,0.1
"701","AR",1998,2,46.5,56.2,1.65,4.77,11,49.5
"702","AR",1998,3,49.6,59.3,1.79,5.79,8,278.6
"703","AR",1998,4,59.7,71.8,-0.41,3.23,23,454.4
"704","AR",1998,5,72.7,84.2,-1.03,3.41,9,7
"705","AR",1998,6,79.9,90.6,-1.73,2,7,265.4
"706","AR",1998,7,84,95.1,-2.26,3.47,26,249.4
"707","AR",1998,8,80.9,92.1,-2.36,3.24,19,45.6
"708","AR",1998,9,77.9,89.2,-2.24,4.24,25,84.6
"709","AR",1998,11,53.7,63.5,-2.03,3.01,3,19.1
"710","AR",1998,12,43.9,53.2,-1.86,4.57,2,0.2
"711","AR",1999,1,42.6,52.9,-0.88,6.89,12,126
"712","AR",1999,2,49.6,61.1,-1.75,1.33,15,150.4
"713","AR",1999,3,49,59.7,-1.38,5.33,16,182.7
"714","AR",1999,4,63.4,74,-1.12,5.59,13,260.3
"715","AR",1999,5,68.2,79.9,-1.14,4.62,3,77.6
"716","AR",1999,6,76.5,86.1,-0.57,5.35,2,2.1
"717","AR",1999,7,81.6,92,-0.97,1.79,4,23.2
"718","AR",1999,8,81.2,94.9,-1.75,1.2,35,155.1
"719","AR",1999,9,71.9,85.7,-2.2,1.77,15,69.9
"720","AR",1999,10,62,76.5,-2.2,3.12,18,112.6
"721","AR",1999,11,55.8,69.3,-2.95,1.85,34,2563.1
"722","AR",1999,12,44,55.2,-2.79,4.96,17,202.2
"723","AR",2000,1,41.8,51.8,-3,2.32,11,101
"724","AR",2000,2,49.1,61.2,-3.24,2.66,11,96.2
"725","AR",2000,3,54.8,66,-3.22,4.24,6,214.1
"726","AR",2000,4,59.2,70.9,-3.17,3.61,24,466
"727","AR",2000,5,70.8,80.8,-2.55,6.69,1,2
"728","AR",2000,6,75.1,84.7,-1.27,6.93,1,0.5
"729","AR",2000,7,80.1,91.2,-1.63,1.54,8,11.5
"730","AR",2000,8,83.8,97.4,-2.66,0.43,50,214.8
"731","AR",2000,9,73.7,87.2,-2.75,2.95,61,770.4
"732","AR",2000,10,63.9,76.7,-3.16,1.76,8,177.4
"733","AR",2000,11,46.8,55.9,1.04,8.97,3,0.8
"734","AR",2000,12,31.6,40.4,0.88,3.6,2,12
"735","AR",2001,2,45.5,55.5,1.87,8.07,4,23.3
"736","AR",2001,3,47.9,57.9,-0.25,3.78,18,1748.5
"737","AR",2001,4,65.4,76.5,-1.12,2.34,18,134.1
"738","AR",2001,6,75.5,86.4,-1.12,3.15,5,7.3
"739","AR",2001,7,82,92.3,-1.49,2.58,16,127.5
"740","AR",2001,8,80.8,91.8,-1.7,2.84,16,127.9
"741","AR",2001,9,70.9,82.4,0.02,3.65,5,41.6
"742","AR",2001,10,59.5,73,0.69,5.82,7,24.2
"743","AR",2001,11,55,66.9,0.94,5.78,16,179.9
"744","AR",2001,12,45.2,55.1,1.97,8.28,5,9.9
"745","AR",2002,1,42.5,53.5,1.78,4.01,7,19.4
"746","AR",2002,2,42.3,53.6,1.22,2.73,32,500
"747","AR",2002,3,47.9,59.1,2.57,9.5,5,148.2
"748","AR",2002,4,63.6,74.7,-0.54,3.33,9,123.1
"749","AR",2002,5,67,77.3,-0.15,6.16,2,10.6
"750","AR",2002,6,76.6,87.1,-0.55,2.57,2,3.2
"751","AR",2002,7,80.6,90.4,-0.49,4.13,5,9.3
"752","AR",2002,8,79.9,90.5,-0.44,3.36,9,119.8
"753","AR",2002,9,75.2,86.7,-0.71,2.98,5,163.2
"754","AR",2002,10,60.5,69.4,-0.4,4.35,6,12
"755","AR",2002,11,48.2,59.3,-0.93,2.17,21,479.6
"756","AR",2002,12,42.7,52.1,0,7.54,5,299.8
"757","AR",2003,1,36.8,47.3,-0.83,0.67,10,1712.8
"758","AR",2003,2,40.1,48.7,-0.05,6.05,7,1979.4
"759","AR",2003,3,51.2,62.8,-0.92,2.01,21,5095.65
"760","AR",2003,4,61.7,74.4,-1.48,2.6,46,12920.35
"761","AR",2003,5,69.6,79.8,0.4,6.87,2,135.8
"762","AR",2003,6,73.1,82.9,1.09,5.75,0,45
"763","AR",2003,7,80,90.2,1.16,3.56,2,137.2
"764","AR",2003,8,80.8,91.4,1.07,2.93,12,575.5
"765","AR",2003,9,70.2,81.4,1.07,3.6,6,319
"766","AR",2003,10,62.8,75.2,-0.34,2.43,9,800.2
"767","AR",2003,11,54.6,64.7,-0.31,5.26,3,997.4
"768","AR",2003,12,42.3,52.8,-0.63,3.11,4,771.87
"769","AR",2004,1,41,51.1,-0.74,3.26,2,402.3
"770","AR",2004,2,40.6,50.3,-0.58,4.1,10,3510.9
"771","AR",2004,3,55.9,67.2,-0.81,4.48,34,9587.86
"772","AR",2004,4,60.8,72.1,0.42,6.28,22,5489.74
"773","AR",2004,5,70.7,80.5,0.22,5,3,159.4
"774","AR",2004,6,75.8,84.8,0.83,5.81,2,31.2
"775","AR",2004,7,77.8,87.4,1.41,4.71,1,54
"776","AR",2004,8,75.3,86.2,1.62,2.76,6,220
"777","AR",2004,9,73,85.8,0.57,0.4,16,2551.81
"778","AR",2004,10,65.8,75.8,1.69,8.17,5,1163
"779","AR",2004,11,54.1,62.3,2.86,8.99,1,0.01
"780","AR",2004,12,41.5,52.7,-0.29,3.06,8,458.35
"781","AR",2005,1,44.7,53.3,0.33,5.32,4,1680.9
"782","AR",2005,2,47.5,56.7,-0.44,2.84,4,8.35
"783","AR",2005,3,50.4,62,-0.8,3.5,18,348.57
"784","AR",2005,4,60.9,72.7,-0.91,4.12,31,1586.54
"785","AR",2005,5,67.4,79.9,-1.64,1.93,5,32.86
"786","AR",2005,6,77.5,89,-2.2,1.98,7,50.7
"787","AR",2005,7,80.2,91.1,-2.25,4.05,5,126.7
"788","AR",2005,8,82.2,93.8,-2.4,3.04,18,64.5
"789","AR",2005,9,77,89.3,-2.05,4.77,17,3539.57
"790","AR",2005,10,61.7,74.6,-2.86,0.26,5,13.1
"791","AR",2005,11,54,66.2,-3.19,3.2,27,1177.85
"792","AR",2005,12,40,51.4,-4.08,0.74,25,1097.05
"793","AR",2006,1,47.5,59.1,-4.01,4.61,36,850.8
"794","AR",2006,2,40.8,51.5,-4.01,2.51,8,309.45
"795","AR",2006,3,53.4,64.9,-3.64,5.02,41,10170.15
"796","AR",2006,4,66.5,78.6,-3.58,4.56,33,7140.33
"797","AR",2006,5,69.9,80.8,-3.6,3.93,3,32.1
"798","AR",2006,6,76.3,87.9,-3.64,2.56,4,9.25
"799","AR",2006,7,81.2,93.2,-3.79,2.79,35,865.26
"800","AR",2006,8,82.1,93.4,-3.52,3.74,38,4299.35
"801","AR",2006,9,69.7,82.4,0.29,4.33,6,21.05
"802","AR",2006,10,60.1,72.6,0.61,4.52,3,8.67
"803","AR",2006,11,51.5,63.1,0.67,4.88,19,387.1
"804","AR",2006,12,44.9,55.3,1.06,5.88,6,25.8
"805","AR",2007,1,39.9,48.7,1.78,6.92,1,0.5
"806","AR",2007,2,40.9,51.4,-0.44,2.44,11,799.05
"807","AR",2007,3,59.5,71.6,-1.67,1.64,40,3667.67
"808","AR",2007,4,57.4,69.3,-1.62,4.22,26,217.4
"809","AR",2007,5,71,81.9,-1.97,3.69,5,4047.6
"810","AR",2007,6,77.1,87.3,-1.88,3.65,3,0.3
"811","AR",2007,7,77.6,87.1,-0.93,5.75,1,0.8
